fuID,sID,Description
LOC_EEZ_3541,Not Ratified Yet,National
LOC_EEZ_3541,Not Agreement Yet,International (Treaty)
LOC_EEZ_3542,Not Ratified Yet,National
LOC_EEZ_3542,Not Agreement Yet,International (Treaty)
LOC_EEZ_3543,Not Ratified Yet,National
LOC_EEZ_3543,Not Agreement Yet,International (Treaty)
LOC_EEZ_3544,Not Ratified Yet,National
LOC_EEZ_3544,Not Agreement Yet,International (Treaty)
LOC_EEZ_3545,Not Ratified Yet,National
LOC_EEZ_3545,Not Agreement Yet,International (Treaty)
LOC_EEZ_3546,Not Ratified Yet,National
LOC_EEZ_3546,Not Agreement Yet,International (Treaty)
LOC_EEZ_3547,Not Ratified Yet,National
LOC_EEZ_3547,Not Agreement Yet,International (Treaty)
LOC_EEZ_3548,Not Ratified Yet,National
LOC_EEZ_3548,Not Agreement Yet,International (Treaty)
LOC_EEZ_3549,Not Ratified Yet,National
LOC_EEZ_3549,Not Agreement Yet,International (Treaty)
LOC_EEZ_3550,Not Ratified Yet,National
LOC_EEZ_3550,Not Agreement Yet,International (Treaty)
LOC_EEZ_3551,Not Ratified Yet,National
LOC_EEZ_3551,Not Agreement Yet,International (Treaty)
LOC_EEZ_3552,Not Ratified Yet,National
LOC_EEZ_3552,Not Agreement Yet,International (Treaty)
LOC_EEZ_3553,Not Ratified Yet,National
LOC_EEZ_3553,Not Agreement Yet,International (Treaty)
LOC_EEZ_3554,Not Ratified Yet,National
LOC_EEZ_3554,Not Agreement Yet,International (Treaty)
LOC_EEZ_3555,Not Ratified Yet,National
LOC_EEZ_3555,Not Agreement Yet,International (Treaty)
LOC_EEZ_3556,Not Ratified Yet,National
LOC_EEZ_3556,Not Agreement Yet,International (Treaty)
LOC_EEZ_3557,Not Ratified Yet,National
LOC_EEZ_3557,Not Agreement Yet,International (Treaty)
LOC_EEZ_3558,Not Ratified Yet,National
LOC_EEZ_3558,Not Agreement Yet,International (Treaty)
LOC_EEZ_3559,Not Ratified Yet,National
LOC_EEZ_3559,Not Agreement Yet,International (Treaty)
LOC_EEZ_3560,Not Ratified Yet,National
LOC_EEZ_3560,Not Agreement Yet,International (Treaty)
LOC_EEZ_3561,Not Ratified Yet,National
LOC_EEZ_3561,Not Agreement Yet,International (Treaty)
LOC_EEZ_3562,Not Ratified Yet,National
LOC_EEZ_3562,Not Agreement Yet,International (Treaty)
LOC_EEZ_3563,Not Ratified Yet,National
LOC_EEZ_3563,Not Agreement Yet,International (Treaty)
LOC_EEZ_3564,Not Ratified Yet,National
LOC_EEZ_3564,Not Agreement Yet,International (Treaty)
LOC_EEZ_3565,Not Ratified Yet,National
LOC_EEZ_3565,Not Agreement Yet,International (Treaty)
LOC_EEZ_3566,Not Ratified Yet,National
LOC_EEZ_3566,Not Agreement Yet,International (Treaty)
LOC_EEZ_3567,Not Ratified Yet,National
LOC_EEZ_3567,Not Agreement Yet,International (Treaty)
LOC_EEZ_3568,Not Ratified Yet,National
LOC_EEZ_3568,Not Agreement Yet,International (Treaty)
LOC_EEZ_3569,Not Ratified Yet,National
LOC_EEZ_3569,Not Agreement Yet,International (Treaty)
LOC_EEZ_3570,Not Ratified Yet,National
LOC_EEZ_3570,Not Agreement Yet,International (Treaty)
LOC_EEZ_3571,Not Ratified Yet,National
LOC_EEZ_3571,Not Agreement Yet,International (Treaty)
LOC_EEZ_3572,Not Ratified Yet,National
LOC_EEZ_3572,Not Agreement Yet,International (Treaty)
LOC_EEZ_3573,Not Ratified Yet,National
LOC_EEZ_3573,Not Agreement Yet,International (Treaty)
LOC_EEZ_3574,Not Ratified Yet,National
LOC_EEZ_3574,Not Agreement Yet,International (Treaty)
LOC_EEZ_3575,Not Ratified Yet,National
LOC_EEZ_3575,Not Agreement Yet,International (Treaty)
LOC_EEZ_3576,Not Ratified Yet,National
LOC_EEZ_3576,Not Agreement Yet,International (Treaty)
LOC_EEZ_3577,Not Ratified Yet,National
LOC_EEZ_3577,Not Agreement Yet,International (Treaty)
LOC_EEZ_3578,Not Ratified Yet,National
LOC_EEZ_3578,Not Agreement Yet,International (Treaty)
LOC_EEZ_3579,Not Ratified Yet,National
LOC_EEZ_3579,Not Agreement Yet,International (Treaty)
LOC_EEZ_3580,Not Ratified Yet,National
LOC_EEZ_3580,Not Agreement Yet,International (Treaty)
LOC_EEZ_3581,Not Ratified Yet,National
LOC_EEZ_3581,Not Agreement Yet,International (Treaty)
LOC_EEZ_3582,Not Ratified Yet,National
LOC_EEZ_3582,Not Agreement Yet,International (Treaty)
LOC_EEZ_3583,Not Ratified Yet,National
LOC_EEZ_3583,Not Agreement Yet,International (Treaty)
LOC_EEZ_3584,Not Ratified Yet,National
LOC_EEZ_3584,Not Agreement Yet,International (Treaty)
LOC_EEZ_3585,Not Ratified Yet,National
LOC_EEZ_3585,Not Agreement Yet,International (Treaty)
LOC_EEZ_3586,Not Ratified Yet,National
LOC_EEZ_3586,Not Agreement Yet,International (Treaty)
LOC_EEZ_3587,Not Ratified Yet,National
LOC_EEZ_3587,Not Agreement Yet,International (Treaty)
LOC_EEZ_3588,Not Ratified Yet,National
LOC_EEZ_3588,Not Agreement Yet,International (Treaty)
LOC_EEZ_3589,Not Ratified Yet,National
LOC_EEZ_3589,Not Agreement Yet,International (Treaty)
LOC_EEZ_3590,Not Ratified Yet,National
LOC_EEZ_3590,Not Agreement Yet,International (Treaty)
LOC_EEZ_3591,Not Ratified Yet,National
LOC_EEZ_3591,Not Agreement Yet,International (Treaty)
LOC_EEZ_3592,Not Ratified Yet,National
LOC_EEZ_3592,Not Agreement Yet,International (Treaty)
LOC_EEZ_3593,Not Ratified Yet,National
LOC_EEZ_3593,Not Agreement Yet,International (Treaty)
LOC_EEZ_3594,Not Ratified Yet,National
LOC_EEZ_3594,Not Agreement Yet,International (Treaty)
LOC_EEZ_3595,Not Ratified Yet,National
LOC_EEZ_3595,Not Agreement Yet,International (Treaty)
LOC_EEZ_3596,Not Ratified Yet,National
LOC_EEZ_3596,Not Agreement Yet,International (Treaty)
LOC_EEZ_3597,Not Ratified Yet,National
LOC_EEZ_3597,Not Agreement Yet,International (Treaty)
LOC_EEZ_3598,Not Ratified Yet,National
LOC_EEZ_3598,Not Agreement Yet,International (Treaty)
LOC_EEZ_3599,Not Ratified Yet,National
LOC_EEZ_3599,Not Agreement Yet,International (Treaty)
LOC_EEZ_3600,Not Ratified Yet,National
LOC_EEZ_3600,Not Agreement Yet,International (Treaty)
LOC_EEZ_3601,Not Ratified Yet,National
LOC_EEZ_3601,Not Agreement Yet,International (Treaty)
LOC_EEZ_3602,Not Ratified Yet,National
LOC_EEZ_3602,Not Agreement Yet,International (Treaty)
LOC_EEZ_3603,Not Ratified Yet,National
LOC_EEZ_3603,Not Agreement Yet,International (Treaty)
LOC_EEZ_3604,Not Ratified Yet,National
LOC_EEZ_3604,Not Agreement Yet,International (Treaty)
LOC_EEZ_3605,Not Ratified Yet,National
LOC_EEZ_3605,Not Agreement Yet,International (Treaty)
LOC_EEZ_3606,Not Ratified Yet,National
LOC_EEZ_3606,Not Agreement Yet,International (Treaty)
LOC_EEZ_3607,Not Ratified Yet,National
LOC_EEZ_3607,Not Agreement Yet,International (Treaty)
LOC_EEZ_3608,Not Ratified Yet,National
LOC_EEZ_3608,Not Agreement Yet,International (Treaty)
LOC_EEZ_3609,Not Ratified Yet,National
LOC_EEZ_3609,Not Agreement Yet,International (Treaty)
LOC_EEZ_3610,Not Ratified Yet,National
LOC_EEZ_3610,Not Agreement Yet,International (Treaty)
LOC_EEZ_3611,Not Ratified Yet,National
LOC_EEZ_3611,Not Agreement Yet,International (Treaty)
LOC_EEZ_3612,Not Ratified Yet,National
LOC_EEZ_3612,Not Agreement Yet,International (Treaty)
LOC_EEZ_3613,Not Ratified Yet,National
LOC_EEZ_3613,Not Agreement Yet,International (Treaty)
LOC_EEZ_3614,Not Ratified Yet,National
LOC_EEZ_3614,Not Agreement Yet,International (Treaty)
LOC_EEZ_3615,Not Ratified Yet,National
LOC_EEZ_3615,Not Agreement Yet,International (Treaty)
LOC_EEZ_3616,Not Ratified Yet,National
LOC_EEZ_3616,Not Agreement Yet,International (Treaty)
LOC_EEZ_3617,Not Ratified Yet,National
LOC_EEZ_3617,Not Agreement Yet,International (Treaty)
LOC_EEZ_3618,Not Ratified Yet,National
LOC_EEZ_3618,Not Agreement Yet,International (Treaty)
LOC_EEZ_3619,Not Ratified Yet,National
LOC_EEZ_3619,Not Agreement Yet,International (Treaty)
LOC_EEZ_3620,Not Ratified Yet,National
LOC_EEZ_3620,Not Agreement Yet,International (Treaty)
LOC_EEZ_3621,Not Ratified Yet,National
LOC_EEZ_3621,Not Agreement Yet,International (Treaty)
LOC_EEZ_3622,Not Ratified Yet,National
LOC_EEZ_3622,Not Agreement Yet,International (Treaty)
LOC_EEZ_3623,Not Ratified Yet,National
LOC_EEZ_3623,Not Agreement Yet,International (Treaty)
LOC_EEZ_3624,Not Ratified Yet,National
LOC_EEZ_3624,Not Agreement Yet,International (Treaty)
LOC_EEZ_3625,Not Ratified Yet,National
LOC_EEZ_3625,Not Agreement Yet,International (Treaty)
LOC_EEZ_3626,Not Ratified Yet,National
LOC_EEZ_3626,Not Agreement Yet,International (Treaty)
LOC_EEZ_3627,Not Ratified Yet,National
LOC_EEZ_3627,Not Agreement Yet,International (Treaty)
LOC_EEZ_3628,Not Ratified Yet,National
LOC_EEZ_3628,Not Agreement Yet,International (Treaty)
LOC_EEZ_3629,Not Ratified Yet,National
LOC_EEZ_3629,Not Agreement Yet,International (Treaty)
LOC_EEZ_3630,Not Ratified Yet,National
LOC_EEZ_3630,Not Agreement Yet,International (Treaty)
LOC_EEZ_3631,Not Ratified Yet,National
LOC_EEZ_3631,Not Agreement Yet,International (Treaty)
LOC_EEZ_3632,Not Ratified Yet,National
LOC_EEZ_3632,Not Agreement Yet,International (Treaty)
LOC_EEZ_3633,Not Ratified Yet,National
LOC_EEZ_3633,Not Agreement Yet,International (Treaty)
LOC_EEZ_3634,Not Ratified Yet,National
LOC_EEZ_3634,Not Agreement Yet,International (Treaty)
LOC_EEZ_3635,Not Ratified Yet,National
LOC_EEZ_3635,Not Agreement Yet,International (Treaty)
LOC_EEZ_3636,Not Ratified Yet,National
LOC_EEZ_3636,Not Agreement Yet,International (Treaty)
LOC_EEZ_3637,Not Ratified Yet,National
LOC_EEZ_3637,Not Agreement Yet,International (Treaty)
LOC_EEZ_3638,Not Ratified Yet,National
LOC_EEZ_3638,Not Agreement Yet,International (Treaty)
LOC_EEZ_3639,Not Ratified Yet,National
LOC_EEZ_3639,Not Agreement Yet,International (Treaty)
LOC_EEZ_3640,Not Ratified Yet,National
LOC_EEZ_3640,Not Agreement Yet,International (Treaty)
LOC_EEZ_3641,Not Ratified Yet,National
LOC_EEZ_3641,Not Agreement Yet,International (Treaty)
LOC_EEZ_3642,Not Ratified Yet,National
LOC_EEZ_3642,Not Agreement Yet,International (Treaty)
LOC_EEZ_3643,Not Ratified Yet,National
LOC_EEZ_3643,Not Agreement Yet,International (Treaty)
LOC_EEZ_3644,Not Ratified Yet,National
LOC_EEZ_3644,Not Agreement Yet,International (Treaty)
LOC_EEZ_3645,Not Ratified Yet,National
LOC_EEZ_3645,Not Agreement Yet,International (Treaty)
LOC_EEZ_3646,Not Ratified Yet,National
LOC_EEZ_3646,Not Agreement Yet,International (Treaty)
LOC_EEZ_3647,Not Ratified Yet,National
LOC_EEZ_3647,Not Agreement Yet,International (Treaty)
LOC_EEZ_3648,Not Ratified Yet,National
LOC_EEZ_3648,Not Agreement Yet,International (Treaty)
LOC_EEZ_3649,Not Ratified Yet,National
LOC_EEZ_3649,Not Agreement Yet,International (Treaty)
LOC_EEZ_3650,Not Ratified Yet,National
LOC_EEZ_3650,Not Agreement Yet,International (Treaty)
LOC_EEZ_3651,Not Ratified Yet,National
LOC_EEZ_3651,Not Agreement Yet,International (Treaty)
LOC_EEZ_3652,Not Ratified Yet,National
LOC_EEZ_3652,Not Agreement Yet,International (Treaty)
LOC_EEZ_3653,Not Ratified Yet,National
LOC_EEZ_3653,Not Agreement Yet,International (Treaty)
LOC_EEZ_3654,Not Ratified Yet,National
LOC_EEZ_3654,Not Agreement Yet,International (Treaty)
LOC_EEZ_3655,Not Ratified Yet,National
LOC_EEZ_3655,Not Agreement Yet,International (Treaty)
LOC_EEZ_3656,Not Ratified Yet,National
LOC_EEZ_3656,Not Agreement Yet,International (Treaty)
LOC_EEZ_3657,Not Ratified Yet,National
LOC_EEZ_3657,Not Agreement Yet,International (Treaty)
LOC_EEZ_3658,Not Ratified Yet,National
LOC_EEZ_3658,Not Agreement Yet,International (Treaty)
LOC_EEZ_3659,Not Ratified Yet,National
LOC_EEZ_3659,Not Agreement Yet,International (Treaty)
LOC_EEZ_3660,Not Ratified Yet,National
LOC_EEZ_3660,Not Agreement Yet,International (Treaty)
LOC_EEZ_3661,Not Ratified Yet,National
LOC_EEZ_3661,Not Agreement Yet,International (Treaty)
LOC_EEZ_3662,Not Ratified Yet,National
LOC_EEZ_3662,Not Agreement Yet,International (Treaty)
LOC_EEZ_3663,Not Ratified Yet,National
LOC_EEZ_3663,Not Agreement Yet,International (Treaty)
LOC_EEZ_3664,Not Ratified Yet,National
LOC_EEZ_3664,Not Agreement Yet,International (Treaty)
LOC_EEZ_3665,Not Ratified Yet,National
LOC_EEZ_3665,Not Agreement Yet,International (Treaty)
LOC_EEZ_3666,Not Ratified Yet,National
LOC_EEZ_3666,Not Agreement Yet,International (Treaty)
LOC_EEZ_3667,Not Ratified Yet,National
LOC_EEZ_3667,Not Agreement Yet,International (Treaty)
LOC_EEZ_3668,Not Ratified Yet,National
LOC_EEZ_3668,Not Agreement Yet,International (Treaty)
LOC_EEZ_3669,Not Ratified Yet,National
LOC_EEZ_3669,Not Agreement Yet,International (Treaty)
LOC_EEZ_3670,Not Ratified Yet,National
LOC_EEZ_3670,Not Agreement Yet,International (Treaty)
LOC_EEZ_3671,Not Ratified Yet,National
LOC_EEZ_3671,Not Agreement Yet,International (Treaty)
LOC_EEZ_3672,Not Ratified Yet,National
LOC_EEZ_3672,Not Agreement Yet,International (Treaty)
LOC_EEZ_3673,Not Ratified Yet,National
LOC_EEZ_3673,Not Agreement Yet,International (Treaty)
LOC_EEZ_3674,Not Ratified Yet,National
LOC_EEZ_3674,Not Agreement Yet,International (Treaty)
LOC_EEZ_3675,Not Ratified Yet,National
LOC_EEZ_3675,Not Agreement Yet,International (Treaty)
LOC_EEZ_3676,Not Ratified Yet,National
LOC_EEZ_3676,Not Agreement Yet,International (Treaty)
LOC_EEZ_3677,Not Ratified Yet,National
LOC_EEZ_3677,Not Agreement Yet,International (Treaty)
LOC_EEZ_3678,Not Ratified Yet,National
LOC_EEZ_3678,Not Agreement Yet,International (Treaty)
LOC_EEZ_3679,Not Ratified Yet,National
LOC_EEZ_3679,Not Agreement Yet,International (Treaty)
LOC_EEZ_3680,Not Ratified Yet,National
LOC_EEZ_3680,Not Agreement Yet,International (Treaty)
LOC_EEZ_3681,Not Ratified Yet,National
LOC_EEZ_3681,Not Agreement Yet,International (Treaty)
LOC_EEZ_3682,Not Ratified Yet,National
LOC_EEZ_3682,Not Agreement Yet,International (Treaty)
LOC_EEZ_3683,Not Ratified Yet,National
LOC_EEZ_3683,Not Agreement Yet,International (Treaty)
LOC_EEZ_3684,Not Ratified Yet,National
LOC_EEZ_3684,Not Agreement Yet,International (Treaty)
LOC_EEZ_3685,Not Ratified Yet,National
LOC_EEZ_3685,Not Agreement Yet,International (Treaty)
LOC_EEZ_3686,Not Ratified Yet,National
LOC_EEZ_3686,Not Agreement Yet,International (Treaty)
LOC_EEZ_3687,Not Ratified Yet,National
LOC_EEZ_3687,Not Agreement Yet,International (Treaty)
LOC_EEZ_3688,Not Ratified Yet,National
LOC_EEZ_3688,Not Agreement Yet,International (Treaty)
LOC_EEZ_3689,Not Ratified Yet,National
LOC_EEZ_3689,Not Agreement Yet,International (Treaty)
LOC_EEZ_3690,Not Ratified Yet,National
LOC_EEZ_3690,Not Agreement Yet,International (Treaty)
LOC_EEZ_3691,Not Ratified Yet,National
LOC_EEZ_3691,Not Agreement Yet,International (Treaty)
LOC_EEZ_3692,Not Ratified Yet,National
LOC_EEZ_3692,Not Agreement Yet,International (Treaty)
LOC_EEZ_3693,Not Ratified Yet,National
LOC_EEZ_3693,Not Agreement Yet,International (Treaty)
LOC_EEZ_3694,Not Ratified Yet,National
LOC_EEZ_3694,Not Agreement Yet,International (Treaty)
LOC_EEZ_3695,Not Ratified Yet,National
LOC_EEZ_3695,Not Agreement Yet,International (Treaty)
LOC_EEZ_3696,Not Ratified Yet,National
LOC_EEZ_3696,Not Agreement Yet,International (Treaty)
LOC_EEZ_3697,Not Ratified Yet,National
LOC_EEZ_3697,Not Agreement Yet,International (Treaty)
LOC_EEZ_3698,Not Ratified Yet,National
LOC_EEZ_3698,Not Agreement Yet,International (Treaty)
LOC_EEZ_3699,Not Ratified Yet,National
LOC_EEZ_3699,Not Agreement Yet,International (Treaty)
LOC_EEZ_3700,Not Ratified Yet,National
LOC_EEZ_3700,Not Agreement Yet,International (Treaty)
LOC_EEZ_3701,Not Ratified Yet,National
LOC_EEZ_3701,Not Agreement Yet,International (Treaty)
LOC_EEZ_3702,Not Ratified Yet,National
LOC_EEZ_3702,Not Agreement Yet,International (Treaty)
LOC_EEZ_3703,Not Ratified Yet,National
LOC_EEZ_3703,Not Agreement Yet,International (Treaty)
LOC_EEZ_3704,Not Ratified Yet,National
LOC_EEZ_3704,Not Agreement Yet,International (Treaty)
LOC_EEZ_3705,Not Ratified Yet,National
LOC_EEZ_3705,Not Agreement Yet,International (Treaty)
LOC_EEZ_3706,Not Ratified Yet,National
LOC_EEZ_3706,Not Agreement Yet,International (Treaty)
LOC_EEZ_3707,Not Ratified Yet,National
LOC_EEZ_3707,Not Agreement Yet,International (Treaty)
LOC_EEZ_3708,Not Ratified Yet,National
LOC_EEZ_3708,Not Agreement Yet,International (Treaty)
LOC_EEZ_3709,Not Ratified Yet,National
LOC_EEZ_3709,Not Agreement Yet,International (Treaty)
LOC_EEZ_3710,Not Ratified Yet,National
LOC_EEZ_3710,Not Agreement Yet,International (Treaty)
LOC_EEZ_3711,Not Ratified Yet,National
LOC_EEZ_3711,Not Agreement Yet,International (Treaty)
LOC_EEZ_3712,Not Ratified Yet,National
LOC_EEZ_3712,Not Agreement Yet,International (Treaty)
LOC_EEZ_3713,Not Ratified Yet,National
LOC_EEZ_3713,Not Agreement Yet,International (Treaty)
LOC_EEZ_3714,Not Ratified Yet,National
LOC_EEZ_3714,Not Agreement Yet,International (Treaty)
LOC_EEZ_3715,Not Ratified Yet,National
LOC_EEZ_3715,Not Agreement Yet,International (Treaty)
LOC_EEZ_3716,Not Ratified Yet,National
LOC_EEZ_3716,Not Agreement Yet,International (Treaty)
LOC_EEZ_3717,Not Ratified Yet,National
LOC_EEZ_3717,Not Agreement Yet,International (Treaty)
LOC_EEZ_3718,Not Ratified Yet,National
LOC_EEZ_3718,Not Agreement Yet,International (Treaty)
LOC_EEZ_3719,Not Ratified Yet,National
LOC_EEZ_3719,Not Agreement Yet,International (Treaty)
LOC_EEZ_3720,Not Ratified Yet,National
LOC_EEZ_3720,Not Agreement Yet,International (Treaty)
LOC_EEZ_3721,Not Ratified Yet,National
LOC_EEZ_3721,Not Agreement Yet,International (Treaty)
LOC_EEZ_3722,Not Ratified Yet,National
LOC_EEZ_3722,Not Agreement Yet,International (Treaty)
LOC_EEZ_3723,Not Ratified Yet,National
LOC_EEZ_3723,Not Agreement Yet,International (Treaty)
LOC_EEZ_3724,Not Ratified Yet,National
LOC_EEZ_3724,Not Agreement Yet,International (Treaty)
LOC_EEZ_3725,Not Ratified Yet,National
LOC_EEZ_3725,Not Agreement Yet,International (Treaty)
LOC_EEZ_3726,Not Ratified Yet,National
LOC_EEZ_3726,Not Agreement Yet,International (Treaty)
LOC_EEZ_3727,Not Ratified Yet,National
LOC_EEZ_3727,Not Agreement Yet,International (Treaty)
LOC_EEZ_3728,Not Ratified Yet,National
LOC_EEZ_3728,Not Agreement Yet,International (Treaty)
LOC_EEZ_3729,Not Ratified Yet,National
LOC_EEZ_3729,Not Agreement Yet,International (Treaty)
LOC_EEZ_3730,Not Ratified Yet,National
LOC_EEZ_3730,Not Agreement Yet,International (Treaty)
LOC_EEZ_3731,Not Ratified Yet,National
LOC_EEZ_3731,Not Agreement Yet,International (Treaty)
LOC_EEZ_3732,Not Ratified Yet,National
LOC_EEZ_3732,Not Agreement Yet,International (Treaty)
LOC_EEZ_3733,Not Ratified Yet,National
LOC_EEZ_3733,Not Agreement Yet,International (Treaty)
LOC_EEZ_3734,Not Ratified Yet,National
LOC_EEZ_3734,Not Agreement Yet,International (Treaty)
LOC_EEZ_3735,Not Ratified Yet,National
LOC_EEZ_3735,Not Agreement Yet,International (Treaty)
LOC_EEZ_3736,Not Ratified Yet,National
LOC_EEZ_3736,Not Agreement Yet,International (Treaty)
LOC_EEZ_3737,Not Ratified Yet,National
LOC_EEZ_3737,Not Agreement Yet,International (Treaty)
LOC_EEZ_3738,Not Ratified Yet,National
LOC_EEZ_3738,Not Agreement Yet,International (Treaty)
LOC_EEZ_3739,Not Ratified Yet,National
LOC_EEZ_3739,Not Agreement Yet,International (Treaty)
LOC_EEZ_3740,Not Ratified Yet,National
LOC_EEZ_3740,Not Agreement Yet,International (Treaty)
LOC_EEZ_3741,Not Ratified Yet,National
LOC_EEZ_3741,Not Agreement Yet,International (Treaty)
LOC_EEZ_3742,Not Ratified Yet,National
LOC_EEZ_3742,Not Agreement Yet,International (Treaty)
LOC_EEZ_3743,Not Ratified Yet,National
LOC_EEZ_3743,Not Agreement Yet,International (Treaty)
LOC_EEZ_3744,Not Ratified Yet,National
LOC_EEZ_3744,Not Agreement Yet,International (Treaty)
LOC_EEZ_3745,Not Ratified Yet,National
LOC_EEZ_3745,Not Agreement Yet,International (Treaty)
LOC_EEZ_3746,Not Ratified Yet,National
LOC_EEZ_3746,Not Agreement Yet,International (Treaty)
LOC_EEZ_3747,Not Ratified Yet,National
LOC_EEZ_3747,Not Agreement Yet,International (Treaty)
LOC_EEZ_3748,Not Ratified Yet,National
LOC_EEZ_3748,Not Agreement Yet,International (Treaty)
LOC_EEZ_3749,Not Ratified Yet,National
LOC_EEZ_3749,Not Agreement Yet,International (Treaty)
LOC_EEZ_3750,Not Ratified Yet,National
LOC_EEZ_3750,Not Agreement Yet,International (Treaty)
LOC_EEZ_3751,Not Ratified Yet,National
LOC_EEZ_3751,Not Agreement Yet,International (Treaty)
LOC_EEZ_3752,Not Ratified Yet,National
LOC_EEZ_3752,Not Agreement Yet,International (Treaty)
LOC_EEZ_3753,Not Ratified Yet,National
LOC_EEZ_3753,Not Agreement Yet,International (Treaty)
LOC_EEZ_3754,Not Ratified Yet,National
LOC_EEZ_3754,Not Agreement Yet,International (Treaty)
LOC_EEZ_3755,Not Ratified Yet,National
LOC_EEZ_3755,Not Agreement Yet,International (Treaty)
LOC_EEZ_3756,Not Ratified Yet,National
LOC_EEZ_3756,Not Agreement Yet,International (Treaty)
LOC_EEZ_3757,Not Ratified Yet,National
LOC_EEZ_3757,Not Agreement Yet,International (Treaty)
LOC_EEZ_3758,Not Ratified Yet,National
LOC_EEZ_3758,Not Agreement Yet,International (Treaty)
LOC_EEZ_3759,Not Ratified Yet,National
LOC_EEZ_3759,Not Agreement Yet,International (Treaty)
LOC_EEZ_3760,Not Ratified Yet,National
LOC_EEZ_3760,Not Agreement Yet,International (Treaty)
LOC_EEZ_3761,Not Ratified Yet,National
LOC_EEZ_3761,Not Agreement Yet,International (Treaty)
LOC_EEZ_3762,Not Ratified Yet,National
LOC_EEZ_3762,Not Agreement Yet,International (Treaty)
LOC_EEZ_3763,Not Ratified Yet,National
LOC_EEZ_3763,Not Agreement Yet,International (Treaty)
LOC_EEZ_3764,Not Ratified Yet,National
LOC_EEZ_3764,Not Agreement Yet,International (Treaty)
LOC_EEZ_3765,Not Ratified Yet,National
LOC_EEZ_3765,Not Agreement Yet,International (Treaty)
