fuID,sID,Description
LOC_CS_1094,Not Deposit Yet,International
LOC_CS_1094,Not Ratified Yet,National
LOC_CS_1095,Not Deposit Yet,International
LOC_CS_1095,Not Ratified Yet,National
LOC_CS_1096,Not Deposit Yet,International
LOC_CS_1096,Not Ratified Yet,National
LOC_CS_1097,Not Deposit Yet,International
LOC_CS_1097,Not Ratified Yet,National
LOC_CS_1098,Not Deposit Yet,International
LOC_CS_1098,Not Ratified Yet,National
LOC_CS_1099,Not Deposit Yet,International
LOC_CS_1099,Not Ratified Yet,National
LOC_CS_1100,Not Deposit Yet,International
LOC_CS_1100,Not Ratified Yet,National
LOC_CS_1101,Not Deposit Yet,International
LOC_CS_1101,Not Ratified Yet,National
LOC_CS_1102,Not Deposit Yet,International
LOC_CS_1102,Not Ratified Yet,National
LOC_CS_1103,Not Deposit Yet,International
LOC_CS_1103,Not Ratified Yet,National
LOC_CS_1104,Not Deposit Yet,International
LOC_CS_1104,Not Ratified Yet,National
LOC_CS_1105,Not Deposit Yet,International
LOC_CS_1105,Not Ratified Yet,National
LOC_CS_1106,Not Deposit Yet,International
LOC_CS_1106,Not Ratified Yet,National
LOC_CS_1107,Not Deposit Yet,International
LOC_CS_1107,Not Ratified Yet,National
LOC_CS_1108,Not Deposit Yet,International
LOC_CS_1108,Not Ratified Yet,National
LOC_CS_1109,Not Deposit Yet,International
LOC_CS_1109,Not Ratified Yet,National
LOC_CS_1110,Not Deposit Yet,International
LOC_CS_1110,Not Ratified Yet,National
LOC_CS_1111,Not Deposit Yet,International
LOC_CS_1111,Not Ratified Yet,National
LOC_CS_1112,Not Deposit Yet,International
LOC_CS_1112,Not Ratified Yet,National
LOC_CS_1113,Not Deposit Yet,International
LOC_CS_1113,Not Ratified Yet,National
LOC_CS_1114,Not Deposit Yet,International
LOC_CS_1114,Not Ratified Yet,National
LOC_CS_1115,Not Deposit Yet,International
LOC_CS_1115,Not Ratified Yet,National
LOC_CS_1116,Not Deposit Yet,International
LOC_CS_1116,Not Ratified Yet,National
LOC_CS_1117,Not Deposit Yet,International
LOC_CS_1117,Not Ratified Yet,National
LOC_CS_1118,Not Deposit Yet,International
LOC_CS_1118,Not Ratified Yet,National
LOC_CS_1119,Not Deposit Yet,International
LOC_CS_1119,Not Ratified Yet,National
LOC_CS_1120,Not Deposit Yet,International
LOC_CS_1120,Not Ratified Yet,National
LOC_CS_1121,Not Deposit Yet,International
LOC_CS_1121,Not Ratified Yet,National
LOC_CS_1122,Not Deposit Yet,International
LOC_CS_1122,Not Ratified Yet,National
LOC_CS_1123,Not Deposit Yet,International
LOC_CS_1123,Not Ratified Yet,National
LOC_CS_1124,Not Deposit Yet,International
LOC_CS_1124,Not Ratified Yet,National
LOC_CS_1125,Not Deposit Yet,International
LOC_CS_1125,Not Ratified Yet,National
LOC_CS_1126,Not Deposit Yet,International
LOC_CS_1126,Not Ratified Yet,National
LOC_CS_1127,Not Deposit Yet,International
LOC_CS_1127,Not Ratified Yet,National
LOC_CS_1128,Not Deposit Yet,International
LOC_CS_1128,Not Ratified Yet,National
LOC_CS_1129,Not Deposit Yet,International
LOC_CS_1129,Not Ratified Yet,National
LOC_CS_1130,Not Deposit Yet,International
LOC_CS_1130,Not Ratified Yet,National
LOC_CS_1131,Not Deposit Yet,International
LOC_CS_1131,Not Ratified Yet,National
LOC_CS_1132,Not Deposit Yet,International
LOC_CS_1132,Not Ratified Yet,National
LOC_CS_1133,Not Deposit Yet,International
LOC_CS_1133,Not Ratified Yet,National
LOC_CS_1134,Not Deposit Yet,International
LOC_CS_1134,Not Ratified Yet,National
LOC_CS_1135,Not Deposit Yet,International
LOC_CS_1135,Not Ratified Yet,National
LOC_CS_1136,Not Deposit Yet,International
LOC_CS_1136,Not Ratified Yet,National
LOC_CS_1137,Not Deposit Yet,International
LOC_CS_1137,Not Ratified Yet,National
LOC_CS_1138,Not Deposit Yet,International
LOC_CS_1138,Not Ratified Yet,National
LOC_CS_1139,Not Deposit Yet,International
LOC_CS_1139,Not Ratified Yet,National
LOC_CS_1140,Not Deposit Yet,International
LOC_CS_1140,Not Ratified Yet,National
LOC_CS_1141,Not Deposit Yet,International
LOC_CS_1141,Not Ratified Yet,National
LOC_CS_1142,Not Deposit Yet,International
LOC_CS_1142,Not Ratified Yet,National
LOC_CS_1143,Not Deposit Yet,International
LOC_CS_1143,Not Ratified Yet,National
LOC_CS_1144,Not Deposit Yet,International
LOC_CS_1144,Not Ratified Yet,National
LOC_CS_1145,Not Deposit Yet,International
LOC_CS_1145,Not Ratified Yet,National
LOC_CS_1146,Not Deposit Yet,International
LOC_CS_1146,Not Ratified Yet,National
LOC_CS_1147,Not Deposit Yet,International
LOC_CS_1147,Not Ratified Yet,National
LOC_CS_1148,Not Deposit Yet,International
LOC_CS_1148,Not Ratified Yet,National
LOC_CS_1149,Not Deposit Yet,International
LOC_CS_1149,Not Ratified Yet,National
LOC_CS_1150,Not Deposit Yet,International
LOC_CS_1150,Not Ratified Yet,National
LOC_CS_1151,Not Deposit Yet,International
LOC_CS_1151,Not Ratified Yet,National
LOC_CS_1152,Not Deposit Yet,International
LOC_CS_1152,Not Ratified Yet,National
LOC_CS_1153,Not Deposit Yet,International
LOC_CS_1153,Not Ratified Yet,National
LOC_CS_1154,Not Deposit Yet,International
LOC_CS_1154,Not Ratified Yet,National
LOC_CS_1155,Not Deposit Yet,International
LOC_CS_1155,Not Ratified Yet,National
LOC_CS_1156,Not Deposit Yet,International
LOC_CS_1156,Not Ratified Yet,National
LOC_CS_1157,Not Deposit Yet,International
LOC_CS_1157,Not Ratified Yet,National
LOC_CS_1158,Not Deposit Yet,International
LOC_CS_1158,Not Ratified Yet,National
LOC_CS_1159,Not Deposit Yet,International
LOC_CS_1159,Not Ratified Yet,National
LOC_CS_1160,Not Deposit Yet,International
LOC_CS_1160,Not Ratified Yet,National
LOC_CS_1161,Not Deposit Yet,International
LOC_CS_1161,Not Ratified Yet,National
LOC_CS_1162,Not Deposit Yet,International
LOC_CS_1162,Not Ratified Yet,National
LOC_CS_1163,Not Deposit Yet,International
LOC_CS_1163,Not Ratified Yet,National
LOC_CS_1164,Not Deposit Yet,International
LOC_CS_1164,Not Ratified Yet,National
LOC_CS_1165,Not Deposit Yet,International
LOC_CS_1165,Not Ratified Yet,National
LOC_CS_1166,Not Deposit Yet,International
LOC_CS_1166,Not Ratified Yet,National
LOC_CS_1167,Not Deposit Yet,International
LOC_CS_1167,Not Ratified Yet,National
LOC_CS_1168,Not Deposit Yet,International
LOC_CS_1168,Not Ratified Yet,National
LOC_CS_1169,Not Deposit Yet,International
LOC_CS_1169,Not Ratified Yet,National
LOC_CS_1170,Not Deposit Yet,International
LOC_CS_1170,Not Ratified Yet,National
LOC_CS_1171,Not Deposit Yet,International
LOC_CS_1171,Not Ratified Yet,National
LOC_CS_1172,Not Deposit Yet,International
LOC_CS_1172,Not Ratified Yet,National
LOC_CS_1173,Not Deposit Yet,International
LOC_CS_1173,Not Ratified Yet,National
LOC_CS_1174,Not Deposit Yet,International
LOC_CS_1174,Not Ratified Yet,National
LOC_CS_1175,Not Deposit Yet,International
LOC_CS_1175,Not Ratified Yet,National
LOC_CS_1176,Not Deposit Yet,International
LOC_CS_1176,Not Ratified Yet,National
LOC_CS_1177,Not Deposit Yet,International
LOC_CS_1177,Not Ratified Yet,National
LOC_CS_1178,Not Deposit Yet,International
LOC_CS_1178,Not Ratified Yet,National
LOC_CS_1179,Not Deposit Yet,International
LOC_CS_1179,Not Ratified Yet,National
LOC_CS_1180,Not Deposit Yet,International
LOC_CS_1180,Not Ratified Yet,National
LOC_CS_1181,Not Deposit Yet,International
LOC_CS_1181,Not Ratified Yet,National
LOC_CS_1182,Not Deposit Yet,International
LOC_CS_1182,Not Ratified Yet,National
LOC_CS_1183,Not Deposit Yet,International
LOC_CS_1183,Not Ratified Yet,National
LOC_CS_1184,Not Deposit Yet,International
LOC_CS_1184,Not Ratified Yet,National
LOC_CS_1185,Not Deposit Yet,International
LOC_CS_1185,Not Ratified Yet,National
LOC_CS_1186,Not Deposit Yet,International
LOC_CS_1186,Not Ratified Yet,National
LOC_CS_1187,Not Deposit Yet,International
LOC_CS_1187,Not Ratified Yet,National
LOC_CS_1188,Not Deposit Yet,International
LOC_CS_1188,Not Ratified Yet,National
LOC_CS_1189,Not Deposit Yet,International
LOC_CS_1189,Not Ratified Yet,National
LOC_CS_1190,Not Deposit Yet,International
LOC_CS_1190,Not Ratified Yet,National
LOC_CS_1191,Not Deposit Yet,International
LOC_CS_1191,Not Ratified Yet,National
LOC_CS_1192,Not Deposit Yet,International
LOC_CS_1192,Not Ratified Yet,National
LOC_CS_1193,Not Deposit Yet,International
LOC_CS_1193,Not Ratified Yet,National
LOC_CS_1194,Not Deposit Yet,International
LOC_CS_1194,Not Ratified Yet,National
LOC_CS_1195,Not Deposit Yet,International
LOC_CS_1195,Not Ratified Yet,National
LOC_CS_1196,Not Deposit Yet,International
LOC_CS_1196,Not Ratified Yet,National
LOC_CS_1197,Not Deposit Yet,International
LOC_CS_1197,Not Ratified Yet,National
LOC_CS_1198,Not Deposit Yet,International
LOC_CS_1198,Not Ratified Yet,National
LOC_CS_1199,Not Deposit Yet,International
LOC_CS_1199,Not Ratified Yet,National
LOC_CS_1200,Not Deposit Yet,International
LOC_CS_1200,Not Ratified Yet,National
LOC_CS_1201,Not Deposit Yet,International
LOC_CS_1201,Not Ratified Yet,National
LOC_CS_1202,Not Deposit Yet,International
LOC_CS_1202,Not Ratified Yet,National
LOC_CS_1203,Not Deposit Yet,International
LOC_CS_1203,Not Ratified Yet,National
LOC_CS_1204,Not Deposit Yet,International
LOC_CS_1204,Not Ratified Yet,National
LOC_CS_1205,Not Deposit Yet,International
LOC_CS_1205,Not Ratified Yet,National
LOC_CS_1206,Not Deposit Yet,International
LOC_CS_1206,Not Ratified Yet,National
LOC_CS_1207,Not Deposit Yet,International
LOC_CS_1207,Not Ratified Yet,National
LOC_CS_1208,Not Deposit Yet,International
LOC_CS_1208,Not Ratified Yet,National
LOC_CS_1209,Not Deposit Yet,International
LOC_CS_1209,Not Ratified Yet,National
LOC_CS_1210,Not Deposit Yet,International
LOC_CS_1210,Not Ratified Yet,National
LOC_CS_1211,Not Deposit Yet,International
LOC_CS_1211,Not Ratified Yet,National
LOC_CS_1212,Not Deposit Yet,International
LOC_CS_1212,Not Ratified Yet,National
LOC_CS_1213,Not Deposit Yet,International
LOC_CS_1213,Not Ratified Yet,National
LOC_CS_1214,Not Deposit Yet,International
LOC_CS_1214,Not Ratified Yet,National
LOC_CS_1215,Not Deposit Yet,International
LOC_CS_1215,Not Ratified Yet,National
LOC_CS_1216,Not Deposit Yet,International
LOC_CS_1216,Not Ratified Yet,National
LOC_CS_1217,Not Deposit Yet,International
LOC_CS_1217,Not Ratified Yet,National
LOC_CS_1218,Not Deposit Yet,International
LOC_CS_1218,Not Ratified Yet,National
LOC_CS_1219,Not Deposit Yet,International
LOC_CS_1219,Not Ratified Yet,National
LOC_CS_1220,Not Deposit Yet,International
LOC_CS_1220,Not Ratified Yet,National
LOC_CS_1221,Not Deposit Yet,International
LOC_CS_1221,Not Ratified Yet,National
LOC_CS_1222,Not Deposit Yet,International
LOC_CS_1222,Not Ratified Yet,National
LOC_CS_1223,Not Deposit Yet,International
LOC_CS_1223,Not Ratified Yet,National
LOC_CS_1224,Not Deposit Yet,International
LOC_CS_1224,Not Ratified Yet,National
LOC_CS_1225,Not Deposit Yet,International
LOC_CS_1225,Not Ratified Yet,National
LOC_CS_1226,Not Deposit Yet,International
LOC_CS_1226,Not Ratified Yet,National
LOC_CS_1227,Not Deposit Yet,International
LOC_CS_1227,Not Ratified Yet,National
LOC_CS_1228,Not Deposit Yet,International
LOC_CS_1228,Not Ratified Yet,National
LOC_CS_1229,Not Deposit Yet,International
LOC_CS_1229,Not Ratified Yet,National
LOC_CS_1230,Not Deposit Yet,International
LOC_CS_1230,Not Ratified Yet,National
LOC_CS_1231,Not Deposit Yet,International
LOC_CS_1231,Not Ratified Yet,National
LOC_CS_1232,Not Deposit Yet,International
LOC_CS_1232,Not Ratified Yet,National
LOC_CS_1233,Not Deposit Yet,International
LOC_CS_1233,Not Ratified Yet,National
LOC_CS_1234,Not Deposit Yet,International
LOC_CS_1234,Not Ratified Yet,National
LOC_CS_1235,Not Deposit Yet,International
LOC_CS_1235,Not Ratified Yet,National
LOC_CS_1236,Not Deposit Yet,International
LOC_CS_1236,Not Ratified Yet,National
LOC_CS_1237,Not Deposit Yet,International
LOC_CS_1237,Not Ratified Yet,National
LOC_CS_1238,Not Deposit Yet,International
LOC_CS_1238,Not Ratified Yet,National
LOC_CS_1239,Not Deposit Yet,International
LOC_CS_1239,Not Ratified Yet,National
LOC_CS_1240,Not Deposit Yet,International
LOC_CS_1240,Not Ratified Yet,National
LOC_CS_1241,Not Deposit Yet,International
LOC_CS_1241,Not Ratified Yet,National
LOC_CS_1242,Not Deposit Yet,International
LOC_CS_1242,Not Ratified Yet,National
LOC_CS_1243,Not Deposit Yet,International
LOC_CS_1243,Not Ratified Yet,National
LOC_CS_1244,Not Deposit Yet,International
LOC_CS_1244,Not Ratified Yet,National
LOC_CS_1245,Not Deposit Yet,International
LOC_CS_1245,Not Ratified Yet,National
LOC_CS_1246,Not Deposit Yet,International
LOC_CS_1246,Not Ratified Yet,National
LOC_CS_1247,Not Deposit Yet,International
LOC_CS_1247,Not Ratified Yet,National
LOC_CS_1248,Not Deposit Yet,International
LOC_CS_1248,Not Ratified Yet,National
LOC_CS_1249,Not Deposit Yet,International
LOC_CS_1249,Not Ratified Yet,National
LOC_CS_1250,Not Deposit Yet,International
LOC_CS_1250,Not Ratified Yet,National
LOC_CS_1251,Not Deposit Yet,International
LOC_CS_1251,Not Ratified Yet,National
LOC_CS_1252,Not Deposit Yet,International
LOC_CS_1252,Not Ratified Yet,National
LOC_CS_1253,Not Deposit Yet,International
LOC_CS_1253,Not Ratified Yet,National
LOC_CS_1254,Not Deposit Yet,International
LOC_CS_1254,Not Ratified Yet,National
LOC_CS_1255,Not Deposit Yet,International
LOC_CS_1255,Not Ratified Yet,National
LOC_CS_1256,Not Deposit Yet,International
LOC_CS_1256,Not Ratified Yet,National
LOC_CS_1257,Not Deposit Yet,International
LOC_CS_1257,Not Ratified Yet,National
LOC_CS_1258,Not Deposit Yet,International
LOC_CS_1258,Not Ratified Yet,National
LOC_CS_1259,Not Deposit Yet,International
LOC_CS_1259,Not Ratified Yet,National
LOC_CS_1260,Not Deposit Yet,International
LOC_CS_1260,Not Ratified Yet,National
LOC_CS_1261,Not Deposit Yet,International
LOC_CS_1261,Not Ratified Yet,National
LOC_CS_1262,Not Deposit Yet,International
LOC_CS_1262,Not Ratified Yet,National
LOC_CS_1263,Not Deposit Yet,International
LOC_CS_1263,Not Ratified Yet,National
LOC_CS_1264,Not Deposit Yet,International
LOC_CS_1264,Not Ratified Yet,National
LOC_CS_1265,Not Deposit Yet,International
LOC_CS_1265,Not Ratified Yet,National
LOC_CS_1266,Not Deposit Yet,International
LOC_CS_1266,Not Ratified Yet,National
LOC_CS_1267,Not Deposit Yet,International
LOC_CS_1267,Not Ratified Yet,National
LOC_CS_1268,Not Deposit Yet,International
LOC_CS_1268,Not Ratified Yet,National
LOC_CS_1269,Not Deposit Yet,International
LOC_CS_1269,Not Ratified Yet,National
LOC_CS_1270,Not Deposit Yet,International
LOC_CS_1270,Not Ratified Yet,National
LOC_CS_1271,Not Deposit Yet,International
LOC_CS_1271,Not Ratified Yet,National
LOC_CS_1272,Not Deposit Yet,International
LOC_CS_1272,Not Ratified Yet,National
LOC_CS_1273,Not Deposit Yet,International
LOC_CS_1273,Not Ratified Yet,National
LOC_CS_1274,Not Deposit Yet,International
LOC_CS_1274,Not Ratified Yet,National
LOC_CS_1275,Not Deposit Yet,International
LOC_CS_1275,Not Ratified Yet,National
LOC_CS_1276,Not Deposit Yet,International
LOC_CS_1276,Not Ratified Yet,National
LOC_CS_1277,Not Deposit Yet,International
LOC_CS_1277,Not Ratified Yet,National
LOC_CS_1278,Not Deposit Yet,International
LOC_CS_1278,Not Ratified Yet,National
LOC_CS_1279,Not Deposit Yet,International
LOC_CS_1279,Not Ratified Yet,National
LOC_CS_1280,Not Deposit Yet,International
LOC_CS_1280,Not Ratified Yet,National
LOC_CS_1281,Not Deposit Yet,International
LOC_CS_1281,Not Ratified Yet,National
LOC_CS_1282,Not Deposit Yet,International
LOC_CS_1282,Not Ratified Yet,National
LOC_CS_1283,Not Deposit Yet,International
LOC_CS_1283,Not Ratified Yet,National
LOC_CS_1284,Not Deposit Yet,International
LOC_CS_1284,Not Ratified Yet,National
LOC_CS_1285,Not Deposit Yet,International
LOC_CS_1285,Not Ratified Yet,National
LOC_CS_1286,Not Deposit Yet,International
LOC_CS_1286,Not Ratified Yet,National
LOC_CS_1287,Not Deposit Yet,International
LOC_CS_1287,Not Ratified Yet,National
LOC_CS_1288,Not Deposit Yet,International
LOC_CS_1288,Not Ratified Yet,National
LOC_CS_1289,Not Deposit Yet,International
LOC_CS_1289,Not Ratified Yet,National
LOC_CS_1290,Not Deposit Yet,International
LOC_CS_1290,Not Ratified Yet,National
LOC_CS_1291,Not Deposit Yet,International
LOC_CS_1291,Not Ratified Yet,National
LOC_CS_1292,Not Deposit Yet,International
LOC_CS_1292,Not Ratified Yet,National
LOC_CS_1293,Not Deposit Yet,International
LOC_CS_1293,Not Ratified Yet,National
LOC_CS_1294,Not Deposit Yet,International
LOC_CS_1294,Not Ratified Yet,National
LOC_CS_1295,Not Deposit Yet,International
LOC_CS_1295,Not Ratified Yet,National
LOC_CS_1296,Not Deposit Yet,International
LOC_CS_1296,Not Ratified Yet,National
LOC_CS_1297,Not Deposit Yet,International
LOC_CS_1297,Not Ratified Yet,National
LOC_CS_1298,Not Deposit Yet,International
LOC_CS_1298,Not Ratified Yet,National
LOC_CS_1299,Not Deposit Yet,International
LOC_CS_1299,Not Ratified Yet,National
LOC_CS_1300,Not Deposit Yet,International
LOC_CS_1300,Not Ratified Yet,National
LOC_CS_1301,Not Deposit Yet,International
LOC_CS_1301,Not Ratified Yet,National
LOC_CS_1302,Not Deposit Yet,International
LOC_CS_1302,Not Ratified Yet,National
LOC_CS_1303,Not Deposit Yet,International
LOC_CS_1303,Not Ratified Yet,National
LOC_CS_1304,Not Deposit Yet,International
LOC_CS_1304,Not Ratified Yet,National
LOC_CS_1305,Not Deposit Yet,International
LOC_CS_1305,Not Ratified Yet,National
LOC_CS_1306,Not Deposit Yet,International
LOC_CS_1306,Not Ratified Yet,National
LOC_CS_1307,Not Deposit Yet,International
LOC_CS_1307,Not Ratified Yet,National
LOC_CS_1308,Not Deposit Yet,International
LOC_CS_1308,Not Ratified Yet,National
LOC_CS_1309,Not Deposit Yet,International
LOC_CS_1309,Not Ratified Yet,National
LOC_CS_1310,Not Deposit Yet,International
LOC_CS_1310,Not Ratified Yet,National
LOC_CS_1311,Not Deposit Yet,International
LOC_CS_1311,Not Ratified Yet,National
LOC_CS_1312,Not Deposit Yet,International
LOC_CS_1312,Not Ratified Yet,National
LOC_CS_1313,Not Deposit Yet,International
LOC_CS_1313,Not Ratified Yet,National
LOC_CS_1314,Not Deposit Yet,International
LOC_CS_1314,Not Ratified Yet,National
LOC_CS_1315,Not Deposit Yet,International
LOC_CS_1315,Not Ratified Yet,National
LOC_CS_1316,Not Deposit Yet,International
LOC_CS_1316,Not Ratified Yet,National
LOC_CS_1317,Not Deposit Yet,International
LOC_CS_1317,Not Ratified Yet,National
LOC_CS_1318,Not Deposit Yet,International
LOC_CS_1318,Not Ratified Yet,National
LOC_CS_1319,Not Deposit Yet,International
LOC_CS_1319,Not Ratified Yet,National
LOC_CS_1320,Not Deposit Yet,International
LOC_CS_1320,Not Ratified Yet,National
LOC_CS_1321,Not Deposit Yet,International
LOC_CS_1321,Not Ratified Yet,National
LOC_CS_1322,Not Deposit Yet,International
LOC_CS_1322,Not Ratified Yet,National
LOC_CS_1323,Not Deposit Yet,International
LOC_CS_1323,Not Ratified Yet,National
LOC_CS_1324,Not Deposit Yet,International
LOC_CS_1324,Not Ratified Yet,National
LOC_CS_1325,Not Deposit Yet,International
LOC_CS_1325,Not Ratified Yet,National
LOC_CS_1326,Not Deposit Yet,International
LOC_CS_1326,Not Ratified Yet,National
LOC_CS_1327,Not Deposit Yet,International
LOC_CS_1327,Not Ratified Yet,National
LOC_CS_1328,Not Deposit Yet,International
LOC_CS_1328,Not Ratified Yet,National
LOC_CS_1329,Not Deposit Yet,International
LOC_CS_1329,Not Ratified Yet,National
LOC_CS_1330,Not Deposit Yet,International
LOC_CS_1330,Not Ratified Yet,National
LOC_CS_1331,Not Deposit Yet,International
LOC_CS_1331,Not Ratified Yet,National
LOC_CS_1332,Not Deposit Yet,International
LOC_CS_1332,Not Ratified Yet,National
LOC_CS_1333,Not Deposit Yet,International
LOC_CS_1333,Not Ratified Yet,National
LOC_CS_1334,Not Deposit Yet,International
LOC_CS_1334,Not Ratified Yet,National
LOC_CS_1335,Not Deposit Yet,International
LOC_CS_1335,Not Ratified Yet,National
LOC_CS_1336,Not Deposit Yet,International
LOC_CS_1336,Not Ratified Yet,National
LOC_CS_1337,Not Deposit Yet,International
LOC_CS_1337,Not Ratified Yet,National
LOC_CS_1338,Not Deposit Yet,International
LOC_CS_1338,Not Ratified Yet,National
LOC_CS_1339,Not Deposit Yet,International
LOC_CS_1339,Not Ratified Yet,National
LOC_CS_1340,Not Deposit Yet,International
LOC_CS_1340,Not Ratified Yet,National
LOC_CS_1341,Not Deposit Yet,International
LOC_CS_1341,Not Ratified Yet,National
LOC_CS_1342,Not Deposit Yet,International
LOC_CS_1342,Not Ratified Yet,National
LOC_CS_1343,Not Deposit Yet,International
LOC_CS_1343,Not Ratified Yet,National
LOC_CS_1344,Not Deposit Yet,International
LOC_CS_1344,Not Ratified Yet,National
LOC_CS_1345,Not Deposit Yet,International
LOC_CS_1345,Not Ratified Yet,National
LOC_CS_1346,Not Deposit Yet,International
LOC_CS_1346,Not Ratified Yet,National
LOC_CS_1347,Not Deposit Yet,International
LOC_CS_1347,Not Ratified Yet,National
LOC_CS_1348,Not Deposit Yet,International
LOC_CS_1348,Not Ratified Yet,National
LOC_CS_1349,Not Deposit Yet,International
LOC_CS_1349,Not Ratified Yet,National
LOC_CS_1350,Not Deposit Yet,International
LOC_CS_1350,Not Ratified Yet,National
LOC_CS_1351,Not Deposit Yet,International
LOC_CS_1351,Not Ratified Yet,National
LOC_CS_1352,Not Deposit Yet,International
LOC_CS_1352,Not Ratified Yet,National
LOC_CS_1353,Not Deposit Yet,International
LOC_CS_1353,Not Ratified Yet,National
LOC_CS_1354,Not Deposit Yet,International
LOC_CS_1354,Not Ratified Yet,National
LOC_CS_1355,Not Deposit Yet,International
LOC_CS_1355,Not Ratified Yet,National
LOC_CS_1356,Not Deposit Yet,International
LOC_CS_1356,Not Ratified Yet,National
LOC_CS_1357,Not Deposit Yet,International
LOC_CS_1357,Not Ratified Yet,National
LOC_CS_1358,Not Deposit Yet,International
LOC_CS_1358,Not Ratified Yet,National
LOC_CS_1359,Not Deposit Yet,International
LOC_CS_1359,Not Ratified Yet,National
LOC_CS_1360,Not Deposit Yet,International
LOC_CS_1360,Not Ratified Yet,National
LOC_CS_1361,Not Deposit Yet,International
LOC_CS_1361,Not Ratified Yet,National
LOC_CS_1362,Not Deposit Yet,International
LOC_CS_1362,Not Ratified Yet,National
LOC_CS_1363,Not Deposit Yet,International
LOC_CS_1363,Not Ratified Yet,National
LOC_CS_1364,Not Deposit Yet,International
LOC_CS_1364,Not Ratified Yet,National
LOC_CS_1365,Not Deposit Yet,International
LOC_CS_1365,Not Ratified Yet,National
LOC_CS_1366,Not Deposit Yet,International
LOC_CS_1366,Not Ratified Yet,National
LOC_CS_1367,Not Deposit Yet,International
LOC_CS_1367,Not Ratified Yet,National
LOC_CS_1368,Not Deposit Yet,International
LOC_CS_1368,Not Ratified Yet,National
LOC_CS_1369,Not Deposit Yet,International
LOC_CS_1369,Not Ratified Yet,National
LOC_CS_1370,Not Deposit Yet,International
LOC_CS_1370,Not Ratified Yet,National
LOC_CS_1371,Not Deposit Yet,International
LOC_CS_1371,Not Ratified Yet,National
LOC_CS_1372,Not Deposit Yet,International
LOC_CS_1372,Not Ratified Yet,National
LOC_CS_1373,Not Deposit Yet,International
LOC_CS_1373,Not Ratified Yet,National
LOC_CS_1374,Not Deposit Yet,International
LOC_CS_1374,Not Ratified Yet,National
LOC_CS_1375,Not Deposit Yet,International
LOC_CS_1375,Not Ratified Yet,National
LOC_CS_1376,Not Deposit Yet,International
LOC_CS_1376,Not Ratified Yet,National
LOC_CS_1377,Not Deposit Yet,International
LOC_CS_1377,Not Ratified Yet,National
LOC_CS_1378,Not Deposit Yet,International
LOC_CS_1378,Not Ratified Yet,National
LOC_CS_1379,Not Deposit Yet,International
LOC_CS_1379,Not Ratified Yet,National
LOC_CS_1380,Not Deposit Yet,International
LOC_CS_1380,Not Ratified Yet,National
LOC_CS_1381,Not Deposit Yet,International
LOC_CS_1381,Not Ratified Yet,National
LOC_CS_1382,Not Deposit Yet,International
LOC_CS_1382,Not Ratified Yet,National
LOC_CS_1383,Not Deposit Yet,International
LOC_CS_1383,Not Ratified Yet,National
LOC_CS_1384,Not Deposit Yet,International
LOC_CS_1384,Not Ratified Yet,National
LOC_CS_1385,Not Deposit Yet,International
LOC_CS_1385,Not Ratified Yet,National
LOC_CS_1386,Not Deposit Yet,International
LOC_CS_1386,Not Ratified Yet,National
LOC_CS_1387,Not Deposit Yet,International
LOC_CS_1387,Not Ratified Yet,National
LOC_CS_1388,Not Deposit Yet,International
LOC_CS_1388,Not Ratified Yet,National
LOC_CS_1389,Not Deposit Yet,International
LOC_CS_1389,Not Ratified Yet,National
LOC_CS_1390,Not Deposit Yet,International
LOC_CS_1390,Not Ratified Yet,National
LOC_CS_1391,Not Deposit Yet,International
LOC_CS_1391,Not Ratified Yet,National
LOC_CS_1392,Not Deposit Yet,International
LOC_CS_1392,Not Ratified Yet,National
LOC_CS_1393,Not Deposit Yet,International
LOC_CS_1393,Not Ratified Yet,National
LOC_CS_1394,Not Deposit Yet,International
LOC_CS_1394,Not Ratified Yet,National
LOC_CS_1395,Not Deposit Yet,International
LOC_CS_1395,Not Ratified Yet,National
LOC_CS_1396,Not Deposit Yet,International
LOC_CS_1396,Not Ratified Yet,National
LOC_CS_1397,Not Deposit Yet,International
LOC_CS_1397,Not Ratified Yet,National
LOC_CS_1398,Not Deposit Yet,International
LOC_CS_1398,Not Ratified Yet,National
LOC_CS_1399,Not Deposit Yet,International
LOC_CS_1399,Not Ratified Yet,National
LOC_CS_1400,Not Deposit Yet,International
LOC_CS_1400,Not Ratified Yet,National
LOC_CS_1401,Not Deposit Yet,International
LOC_CS_1401,Not Ratified Yet,National
LOC_CS_1402,Not Deposit Yet,International
LOC_CS_1402,Not Ratified Yet,National
LOC_CS_1403,Not Deposit Yet,International
LOC_CS_1403,Not Ratified Yet,National
LOC_CS_1404,Not Deposit Yet,International
LOC_CS_1404,Not Ratified Yet,National
LOC_CS_1405,Not Deposit Yet,International
LOC_CS_1405,Not Ratified Yet,National
LOC_CS_1406,Not Deposit Yet,International
LOC_CS_1406,Not Ratified Yet,National
LOC_CS_1407,Not Deposit Yet,International
LOC_CS_1407,Not Ratified Yet,National
LOC_CS_1408,Not Deposit Yet,International
LOC_CS_1408,Not Ratified Yet,National
LOC_CS_1409,Not Deposit Yet,International
LOC_CS_1409,Not Ratified Yet,National
LOC_CS_1410,Not Deposit Yet,International
LOC_CS_1410,Not Ratified Yet,National
LOC_CS_1411,Not Deposit Yet,International
