fuID,Label,Status,ReleasibilityType,LocationTypeList,InterpolationRole,PointType,StartLifeSpan,EndLifeSpan,HorizontalDatum,VerticalDatum
LOC_TD.189_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.190_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.190A_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.191_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.191A_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.191B_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.192_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.193_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.194_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.195_2002,Reference Point of Determination Maritime Limit and Boundaries,Active,Official,Baseline Point,deflection,defined,2026:04:24,,WGS84,MLWS
LOC_TD.109_2002,Reference Point of Determination Maritime Limit and Boundaries,Terminated,Official,Baseline Point,deflection,defined,2026:04:24,2026:04:24,WGS84,MLWS
LOC_TD.140_2002,Reference Point of Determination Maritime Limit and Boundaries,Terminated,Official,Baseline Point,deflection,defined,2026:04:24,2026:04:24,WGS84,MLWS
LOC_TD.036C_2002,Reference Point of Determination Maritime Limit and Boundaries,Terminated,Official,Baseline Point,deflection,defined,2026:04:24,2026:04:24,WGS84,MLWS
LOC_TD036B_2002,Reference Point of Determination Maritime Limit and Boundaries,Terminated,Official,Baseline Point,deflection,defined,2026:04:24,2026:04:24,WGS84,MLWS
LOC_TD.036A_2002,Reference Point of Determination Maritime Limit and Boundaries,Terminated,Official,Baseline Point,deflection,defined,2026:04:24,2026:04:24,WGS84,MLWS
LOC_TD.037_2002,Reference Point of Determination Maritime Limit and Boundaries,Terminated,Official,Baseline Point,deflection,defined,2026:04:24,2026:04:24,WGS84,MLWS
LOC_TS_0001,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0002,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0003,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0004,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0005,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0006,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0007,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0008,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0009,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0010,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0011,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0012,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0013,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0014,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0015,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0016,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0017,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0018,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0019,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0020,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0021,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0022,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0023,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0024,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0025,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0026,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0027,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0028,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0029,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0030,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0031,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0032,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0033,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0034,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0035,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0036,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0037,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0038,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0039,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0040,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0041,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0042,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0043,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0044,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0045,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0046,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0047,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0048,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0049,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0050,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0051,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0052,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0053,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0054,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0055,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0056,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0057,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0058,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0059,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0060,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0061,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0062,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0063,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0064,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0065,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0066,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0067,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0068,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0069,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0070,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0071,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0072,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0073,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0074,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0075,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0076,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0077,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0078,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0079,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0080,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0081,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0082,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0083,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0084,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0085,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0086,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0087,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0088,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0089,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0090,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0091,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0092,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0093,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0094,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0095,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0096,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0097,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0098,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0099,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0100,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0101,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0102,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0103,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0104,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0105,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0106,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0107,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0108,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0109,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0110,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0111,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0112,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0113,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0114,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0115,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_0116,Outer Limit Point of Territorial Sea,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
